2dDirection, 0x35d
TT_GusBridgeIntro_Played, 0x3d51
TT_gusmeanstreet_Played, 0x3d55
TT_gusmickeyenter_Played, 0x3d59
TT_gusmickeyexit_Played, 0x3d5d
TT_gusmickeyjunk_Played, 0x3d61
TT_gusortexit_Played, 0x3d65
TT_GusPhoneBoxesDone_Played, 0x3d69
TT_GusSafeWarningBark, 0x3d6d
TT_GusSteamrollerMickeyjunk_Played, 0x3d71
TT_HasCakeItemQuestGlobal, 0x3d75
TT_HasGearItemQuestGlobal, 0x3d79
TT_HasIceCreamQuestGlobal, 0x3d7d
TT_HasLocketQuestGlobal, 0x3d81
TT_HasPieItemQuestGlobal, 0x3d85
TT_HasPrescottWrenchQuestGlobal, 0x3d89
TT_housekey_Played, 0x3d8d
TT_housepainted, 0x3d91
TT_introplayed, 0x3d95
TT_introvar, 0x3d99
TT_invasionrepelled, 0x3d9d
TT_invasionstarthint_Played, 0x3da1
TT_LastProjectorEntered, 0x3da5
TT_locket, 0x3da9
TT_LocketOswald, 0x3dad
TT_LocketSold, 0x3db1
TT_mickeyhousevar, 0x3db5
TT_MJMPhoneGenericUpdate_Played, 0x3db9
TT_MoodyBarksV1_Played, 0x3dbd
TT_MoodyBarksV2_Played, 0x3dc1
TT_MoodyBetrayed_Played, 0x3dc5
TT_MoodyCousin_Chatter_Played, 0x3dc9
TT_MoodyCousin_Hello_Played, 0x3dcd
TT_MoodyCousinFound_Played, 0x3dd1
TT_MoodyCousinLost_Played, 0x3dd5
TT_MoodyCrushed, 0x3dd9
TT_moodyhelped_Played, 0x3ddd
TT_moodyhelpidle_Played, 0x3de1
TT_MoodyHouseAmmoGivenForPaint, 0x3de5
TT_MoodyHousePainted_Played, 0x3de9
TT_MoodyHousePaintedBeforeTalking, 0x3ded
TT_MoodyHousePaintedFirst_Played, 0x3df1
TT_moodyintro_Played, 0x3df5
TT_movedin, 0x3df9
TT_NumTentaclesDestroyed, 0x3dfd
TT_OrtHouseUnlocked, 0x3e01
TT_OrtLocketFound_Played, 0x3e05
TT_Phone_Hello_Played, 0x3e09
TT_Phone_HelloChatter_Played, 0x3e0d
TT_Phonebox1Painted, 0x3e11
TT_Phonebox2Painted, 0x3e15
TT_Phonebox3Painted, 0x3e19
TT_Phonebox4Painted, 0x3e1d
TT_PhoneBoxes, 0x3e21
TT_PhoneBoxesComplete_Played, 0x3e25
TT_PhoneCodeEntered, 0x3e29
TT_PhoneCodeReward_Played, 0x3e2d
TT_PhoneDestroyed, 0x3e31
TT_PhoneFailedPlayed, 0x4055
TT_PhoneGearGet, 0x3e35
TT_PhoneWrenchPower_Followup_Played, 0x3e39
TT_PhoneWrenchPower_Played, 0x3e3d
TT_PickedUpPhoneGear_Played, 0x3e41
TT_pie, 0x3e45
TT_PlankThinned, 0x3e49
TT_Prescot_BlotDefeated_Played, 0x3e4d
TT_Prescot_V2_Idle_Played, 0x3e51
TT_Prescott_V2_Hello_Played, 0x3e55
TT_PrescottDonaldBoat_Played, 0x3e59
TT_PrescottPhone, 0x3e5d
TT_PrescottPhoneOffer_Played, 0x3e61
TT_prescottrescue_Played, 0x3e65
TT_randomphone_Played, 0x3e69
TT_rescue, 0x3e6d
TT_rescuetype, 0x3e71
TT_RiggerGreene_PostBlot_Played, 0x3e75
TT_SafeAnimationState, 0x3e79
TT_SafeCodeReceived, 0x3e7d
TT_SafeRescueGood, 0x3e81
TT_SevenTwoSix_Played, 0x3e85
TT_Spark1, 0x3e89
TT_Spark2, 0x391
TT_tent1destroyed, 0x3e91
TT_tent2destroyed, 0x3e95
TT_tent3destroyed, 0x3e99
TT_tentclear_Played, 0x3e9d
TT_tentintroplayed, 0x3ea1
TT_ThinBeamWarning_Played, 0x3ea5
TT_ThinGagEnd_Played, 0x3ea9
TT_ThinGagIdle_Played, 0x3ead
TT_ThinGagStart_Played, 0x3eb1
TT_ThruMirrorLeft_Played, 0x3eb5
TT_ThruMirrorRight_Played, 0x3eb9
TT_ToMJMv1ExpiredQuests_Played, 0x3ebd
TT_ToMJMv2ExpiredQuests_Played, 0x3ec1
TT_ToonTownProgress, 0x3ec5
TT_V1_Abner_Chatter_Played, 0x3ec9
TT_V1_Abner_Hello_Played, 0x3ecd
TT_V1_AbnerMood, 0x3ed1
TT_V1_Amelia_Chatter_Played, 0x3ed5
TT_V1_Amelia_Hello_Played, 0x3ed9
TT_V1_AmeliaMood, 0x3edd
TT_V1_BronzePin, 0x3ee1
TT_V1_BronzePin_Persist, 0x3ee5
TT_V1_ClarabelleMood, 0x3ee9
TT_V1_Ezra_Chatter_Played, 0x3eed
TT_V1_Ezra_Hello_Played, 0x3ef1
TT_V1_EzraMood, 0x3ef5
TT_v1_goofygetpartsprecursor_Played, 0x3ef9
TT_V1_MoodyMood, 0x3efd
TT_V1_PrescottMood, 0x3f01
TT_V2_Abner_Chatter_Played, 0x3f05
TT_V2_Abner_Hello_Played, 0x3f09
TT_V2_AbnerMood, 0x3f0d
TT_V2_Amelia_Chatter_Played, 0x3f11
TT_V2_Amelia_Hello_Played, 0x3f15
TT_V2_AmeliaMood, 0x3f19
TT_V2_Ezra_Chatter_Played, 0x3f1d
TT_V2_Ezra_Hello_Played, 0x3f21
TT_V2_EzraMood, 0x3f25
TT_V2_FootprintBuzzOff_Played, 0x3f29
TT_V2_Footprintcase2finish_Played, 0x3f2d
TT_V2_Footprintsellstolen_Played, 0x3f31
TT_V2_GoofyAssembledPin, 0x3f35
TT_v2_goofygetpartsprecursor_Played, 0x3f39
TT_V2_GreeneMood, 0x3f3d
TT_V2_MoodyMood, 0x3f41
TT_V2_Oswald_GearUp_Chatter_Played, 0x3f45
TT_V2_Oswald_GearUp_Played, 0x3f49
TT_V2_PrescottMood, 0x3f4d
TT_V2_ZoneInOnce, 0x3f51
TT_V3_Abner_AttackOver_Played, 0x3f55
TT_V3_AbnerMood, 0x3f59
TT_V3_Amelia_AttackOver_Played, 0x3f5d
TT_V3_AmeliaMood, 0x3f61
TT_V3_Clara_BlotInvasionOver_Played, 0x3f65
TT_V3_EnemyState, 0x3f69
TT_V3_Ezra_AttackOver_Played, 0x3f6d
TT_V3_EzraMood, 0x3f71
TT_V3_GreeneMood, 0x3f75
TT_V3_GusGivePipUpgrade, 0x3f79
TT_V3_GusPipGiven, 0x3f7d
TT_V3_Moody_AttackOver_Played, 0x3f81
TT_V3_MoodyMood, 0x3f85
TT_V3_Phone_AttackOver_Played, 0x3f89
TT_V3_PrescottMood, 0x3f8d
TT_visitnum, 0x3f91
TT_wrench, 0x3f95
TT_wrenchget_Played, 0x3f99
TT_wrenchidle_Played, 0x3f9d
twodeecamcheck, 0x3fa1
UsherUnlock1, 0x3fa5
UsherUnlock10, 0x3fa9
UsherUnlock12, 0x3fad
UsherUnlock14, 0x3fb1
UsherUnlock16, 0x3fb5
UsherUnlock18, 0x3fb9
UsherUnlock2, 0x3fbd
UsherUnlock20, 0x3fc1
UsherUnlock22, 0x3fc5
UsherUnlock24, 0x3fc9
UsherUnlock26, 0x3fcd
UsherUnlock28, 0x3fd1
UsherUnlock30, 0x3fd5
UsherUnlock4, 0x3fd9
UsherUnlock6, 0x3fdd
UsherUnlock8, 0x3fe1
UsherUnlockReceived, 0x3fe5
VL_BackFromPiratesQuest, 0x3fe9
VL_E3_AntonioKarma, 0x3fed
VL_E3_DamienKarma, 0x3ff1
VL_E3_GreetingPlayed, 0x3ff5
VL_E3_IanKarma, 0x3ff9
VL_E3_SmeeKarma, 0x3ffd
VL_ExpireQuestsLeavingToPirates_Played, 0x4001
VL_FlowersWant, 0x4005
VL_FlythroughPlayed, 0x4009
VL_KeptMSV1IceCream, 0x40a5
VL_MSRiddleStarted, 0x400d
VL_NoPirates, 0x40cd
VL_PhoneBoxes, 0x4011
VL_PirateBackToMSAccepted, 0x4015
VL_PirateBackToMSCompleted, 0x4019
VL_PlantsLeftBE, 0x401d
VL_PlantsLeftVL, 0x4021
VL_RomancePinGet, 0x4075
VL_Scrapbook, 0x4025
VL_Spark1, 0x4029
VL_Spark2, 0x402d
VL_V2_BogEasyPlantEnd_Played, 0x4031
VL_V2_BogEasyPlantIdle_Played, 0x4035
VL_V2_BogEasyPlantStart_Played, 0x4039
Watch_Sketches, 0x403d
What I want_Played, 0x4041
World_InactivePortal_Played, 0x4045
ZoneMtoAdventureland_Played, 0x4049
